generic_name,status,availability,shortage_reason,dosage_form,company_name,initial_posting_date,update_type,therapeutic_category,year,month,risk,generic_name_encoded,shortage_reason_encoded,dosage_form_encoded,company_name_encoded,update_type_encoded,therapeutic_category_encoded,production_drop_3m,import_dependency,demand_surge,days_since_last_shortage,manufacturer_shortage_history,price_increase_pct
Midazolam Hydrochloride Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2020-04-02,Revised,Anesthesia,2020,4,0,146,8,8,53,2,1,29.876014275423977,40.20299030136778,0,657.8808743769482,3.1395837719993827,15.86134681396954
Plerixafor Injection,To Be Discontinued,Unknown,Unknown,Injection,"Fresenius Kabi USA, LLC",2026-03-13,New,Hematology,2026,3,1,184,8,8,42,0,8,13.718427385265432,26.352053570380136,1,336.6389662987338,2.148765372368689,5.5435910243672435
Clonazepam Tablet,Current,Available,Unknown,Tablet,Rubicon Research Private Limited,2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,100,1,10,0.0,30.654044450952664,0,120.51468623590182,0.6694336055427295,58.65581494355048
Dexmedetomidine Hydrochloride Injection,Current,Available,Unknown,Injection,Pfizer Inc.,2020-04-10,Reverified,Anesthesia,2020,4,0,62,8,8,92,1,1,42.449146565602895,21.028073178467455,1,542.9562565733955,5.787692375561098,22.61732299231604
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Reverified,Anesthesia,2012,2,0,128,8,8,54,1,1,38.00402355917322,27.735238021190526,0,447.8684467850977,6.829154339820386,32.513941368343055
Methylprednisolone Acetate Injection,Current,Available,Unknown,Injection,Amneal Pharmaceuticals,2021-12-15,Revised,Rheumatology,2021,12,0,143,8,8,10,2,19,23.01648272441234,36.848821831019364,0,678.0302314979444,2.9894013848783993,27.827725580388204
Peritoneal Dialysis Solution,To Be Discontinued,Unknown,Unknown,Solution,Fresenius Medical Care North America,2026-03-10,New,Renal,2026,3,1,176,8,21,43,0,17,61.93273992095332,14.077525578069874,1,519.8030662569089,8.568133897888512,22.798616578413338
"Potassium Chloride Capsule, Extended Release",To Be Discontinued,Unknown,Unknown,"Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.",2025-05-19,New,Endocrinology/Metabolism,2025,5,1,187,8,1,117,0,6,3.5983046734769495,45.343603346891264,0,107.71576258885807,1.6428993373649718,16.583844038852483
Clindamycin Phosphate Injection,Current,Available,Unknown,Injection,Sandoz Inc.,2023-03-21,Reverified,Anti-Infective,2023,3,0,49,8,8,103,1,2,0.0,64.85009782330624,0,298.1893781399601,8.495401972411123,0.0
Furosemide Injection,Current,Available,Unknown,Injection,Eugia US LLC,2020-04-07,Revised,Cardiovascular,2020,4,0,96,8,8,38,2,4,11.161838602375111,25.029364036767753,0,241.7145052862444,5.6867171792747975,4.051681388032689
Amlodipine Besylate; Benazepril Hydrochloride Capsule,To Be Discontinued,Unknown,Unknown,Capsule,Novartis Pharmaceuticals Corporation,2025-06-24,New,Cardiovascular,2025,6,1,10,8,0,83,0,4,24.088279672890042,78.42424632011891,1,30.0,0.3292984435749675,24.936788201259418
Levothyroxine Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"EMD Serono, Inc.",2025-07-10,New,Endocrinology/Metabolism,2025,7,1,127,8,24,31,0,6,29.866788986453837,56.237425947607086,0,30.0,9.944572801248007,0.0
Pilocarpine Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Actavis Pharma, Inc.",2025-09-19,New,Other,2025,9,1,181,8,24,2,0,13,20.175278842873404,67.67277288372927,0,426.12596554018205,2.666567400426918,21.0742758906542
Ropivacaine Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,Eugia US LLC,2018-03-23,Revised,Anesthesia,2018,3,0,206,1,8,38,2,1,32.04110793028593,30.527639815252982,0,998.3139263575476,7.615353218843351,29.91845766296485
Cholestyramine Powder,To Be Discontinued,Unknown,Unknown,Powder,"Upsher-Smith Laboratories, LLC",2025-05-14,New,Cardiovascular,2025,5,1,46,8,18,122,0,4,0.0,63.79955499546554,0,312.5550221054218,4.436947365788898,32.49917925655149
Dexamethasone Sodium Phosphate Injection,Current,Available,Unknown,Injection,"Mylan Institutional, a Viatris Company",2019-02-08,Reverified,Dermatology,2019,2,0,61,8,8,78,1,5,53.87529208146519,20.977454191303114,1,234.8992288365236,5.123323673355495,28.97232871197059
Levothyroxine Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"EMD Serono, Inc.",2025-07-10,New,Endocrinology/Metabolism,2025,7,1,127,8,24,31,0,6,23.356976432148624,64.58544501840319,0,86.54961766451095,6.703620341476924,34.375879274256704
Acetaminophen; Oxycodone Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Endo Pharmaceuticals, Inc.",2025-11-03,New,Analgesia/Addiction,2025,11,1,0,8,24,35,0,0,47.34591663176255,48.78046547545769,0,510.68777324837276,6.537553553407011,44.08417074862815
Quinapril Hydrochloride Tablet,Current,Available,Unknown,Tablet,Chartwell Molecular Holdings LLC,2023-01-19,Reverified,Cardiovascular,2023,1,0,196,8,24,23,1,4,31.854506927554084,57.17152683966524,0,912.7407671135442,2.973560310629619,36.44176903113776
Atropine Sulfate Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2012-01-01,Reverified,Anesthesia,2012,1,0,20,8,8,54,1,1,34.13506438307568,19.136918676253263,0,1200.9389682430071,5.594996787815785,22.952470983528954
Azacitidine Injection,Current,Available,Unknown,Injection,Bristol Myers Squibb Co.,2020-12-18,Reverified,Oncology,2020,12,0,21,8,8,21,1,11,36.39534560464408,25.308463469914695,1,599.8897818525904,5.369799546095505,17.980702178408716
Epinephrine Injection,To Be Discontinued,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2025-11-07,New,Cardiovascular,2025,11,1,79,8,8,54,0,4,33.954171200346295,58.13902080157447,0,548.9978099227521,4.640683599067736,21.71956811829037
Lisdexamfetamine Dimesylate Capsule,Current,Available,Unknown,Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",2023-07-14,Reverified,Psychiatry,2023,7,0,132,8,0,79,1,15,37.85445519735088,24.136343907067584,1,309.7844124612599,3.3900503985108124,15.867527724879217
Lisdexamfetamine Dimesylate Capsule,Current,Limited Availability,Shortage of an active ingredient,Capsule,"Solco Healthcare US, LLC",2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,107,1,15,51.583050602648626,55.19053842618071,0,368.2016824781461,4.634694499582744,36.763710983684376
Penicillin G Benzathine Injection,Current,Limited Availability,Other,Injection,Pfizer Inc.,2023-04-26,Revised,Anti-Infective,2023,4,0,174,3,8,92,2,2,28.930423394029404,14.922968257874594,0,720.211281867746,9.902622238587579,28.58150312451481
Ketorolac Tromethamine Injection,Current,Limited Availability,Other,Injection,"Hospira, Inc., a Pfizer Company",2018-03-26,Revised,Analgesia/Addiction,2018,3,0,124,3,8,54,2,0,39.18007515177025,63.6598326786667,1,389.7936337779222,3.114917943657528,14.283853183299101
Lisdexamfetamine Dimesylate Capsule,Current,Limited Availability,Shortage of an active ingredient,Capsule,"Hikma Pharmaceuticals USA, Inc.",2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,53,1,15,23.205286114255465,17.8844870750928,0,443.2011434914051,7.619762259412626,39.86131675418143
Morphine Sulfate Injection,Current,Unavailable,Demand increase for the drug,Injection,"Hikma Pharmaceuticals USA, Inc.",2017-11-03,Revised,Analgesia/Addiction,2017,11,0,151,1,8,53,2,0,53.802344308989454,57.15059862894951,1,491.12845383735146,2.141090728250607,15.621817189480833
Lisdexamfetamine Dimesylate Capsule,Current,Available,Unknown,Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",2023-07-14,Reverified,Psychiatry,2023,7,0,132,8,0,79,1,15,11.472153958814605,58.76388054021202,1,293.21016118238333,1.3560560130317691,5.813425308900836
Lorazepam Injection,Current,Unavailable,Other,Injection,"Hikma Pharmaceuticals USA, Inc.",2018-09-05,Revised,Neurology,2018,9,0,134,3,8,53,2,10,61.018808658216315,29.671019994549354,0,473.75725932285707,13.829198035339001,19.838861800238075
Carboplatin Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-04-28,Reverified,Oncology,2023,4,0,38,8,8,54,1,11,24.19684098711313,57.80458447586399,0,30.0,5.62007259096773,7.637997744924169
Lasmiditan Succinate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Eli Lilly and Co.,2025-11-03,New,Neurology,2025,11,1,126,8,24,33,0,10,0.0,50.72972979333823,1,692.0925590564618,5.70254038386884,34.04308606305881
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Spectra Medical Devices, LLC",2018-06-14,Reverified,Anesthesia,2018,6,0,128,8,8,110,1,1,27.562088298215784,33.14547916375976,0,1323.1201436402193,5.785683315502606,7.318517242925372
Dopamine Hydrochloride Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2017-11-06,Reverified,Cardiovascular,2017,11,0,71,8,8,20,1,4,11.378966850502383,22.811796950323423,0,306.78473469292675,8.221899119603766,18.269455576837586
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Reverified,Anesthesia,2012,2,0,128,8,8,54,1,1,41.81287097977448,1.822234783203264,0,630.8430007505845,5.223430043853262,34.09561237918387
Nebivolol Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Torrent Pharmaceuticals Limited,2026-03-25,New,Cardiovascular,2026,3,1,155,8,24,120,0,4,11.947520413952182,52.692301040593264,0,798.0517120861646,6.448665617671576,9.316970621219848
Phenobarbital Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Endo Pharmaceuticals, Inc.",2025-10-31,New,Analgesia/Addiction,2025,10,1,177,8,24,35,0,0,16.076331335704406,10.574339030034785,1,948.0753454511115,0.8242951652304322,26.16715299979465
Bupivacaine Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,Eugia US LLC,2018-02-20,Revised,Anesthesia,2018,2,0,31,1,8,38,2,1,0.0,47.09757238770878,0,407.4874789409372,6.951770611733357,5.398769622433205
Clonazepam Tablet,Current,Available,Unknown,Tablet,Rubicon Research Private Limited,2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,100,1,10,15.953873615018466,39.20413924619052,0,30.0,3.2897183258873772,23.66574690795771
Everolimus Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Mylan Pharmaceuticals Inc., a Viatris Company",2025-11-03,New,Transplant,2025,11,1,86,8,24,79,0,21,0.0,59.9411410596403,1,593.531182797067,6.015227446575619,28.50870273286283
Levothyroxine Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"EMD Serono, Inc.",2025-07-10,New,Endocrinology/Metabolism,2025,7,1,127,8,24,31,0,6,0.0,38.354999011222986,0,545.0200417290495,0.0,19.367742024777982
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Reverified,Anesthesia,2012,2,0,128,8,8,54,1,1,40.20829312288595,37.75214870036399,0,379.016768863399,5.89053877709534,20.502894312174785
Lidocaine Hydrochloride Injection,Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Revised,Anesthesia,2012,2,0,128,3,8,54,2,1,40.716003173016645,61.10115549434251,1,453.2707569904808,0.0,26.659787323407947
Oxybutynin Chloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-05-14,New,Renal,2025,5,1,166,8,24,122,0,17,33.50915123569929,52.371276639850585,0,550.2881557562059,3.1722535886914693,15.792371230632956
Levothyroxine Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"EMD Serono, Inc.",2025-07-10,New,Endocrinology/Metabolism,2025,7,1,127,8,24,31,0,6,5.660477137415739,51.95543105802112,1,626.6166972363476,0.0,33.34330446619442
Nebivolol Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Torrent Pharmaceuticals Limited,2026-03-25,New,Cardiovascular,2026,3,1,155,8,24,120,0,4,24.045772877160402,55.32388697578757,1,611.9333985839712,5.899110178751578,40.56711571013136
Dobutamine Hydrochloride Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2017-11-06,Reverified,Cardiovascular,2017,11,0,69,8,8,20,1,4,24.927949218188633,11.21741328944367,0,423.810019174605,4.207809643527625,6.113230111045677
Atazanavir Sulfate Oral Powder,To Be Discontinued,Unknown,Unknown,Oral Powder,Bristol Myers Squibb Co.,2025-06-04,New,Antiviral,2025,6,1,18,8,14,21,0,3,1.8327062161491448,61.6493509597136,0,634.4975922450828,1.6876377908791707,46.50589361686552
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Reverified,Anesthesia,2012,2,0,128,8,8,54,1,1,55.06796603534301,58.47431346829925,0,400.23920310379833,8.303224135104484,15.447683607523466
Naltrexone Hydrochloride Tablet,Resolved,Unknown,Unknown,Tablet,Accord Healthcare Inc.,2024-02-29,Revised,Analgesia/Addiction,2024,2,0,154,8,24,1,2,0,42.54724581151343,22.63297117131706,0,724.7089255373619,1.310000516999855,49.91517424579774
Remifentanil Hydrochloride Injection,Current,Available,Unknown,Injection,"Mylan Institutional, a Viatris Company",2022-06-28,Reverified,Analgesia/Addiction,2022,6,0,199,8,8,78,1,0,20.58071652340672,39.63022957916757,1,280.3950075832247,0.0,15.65124371204206
Dextrose Monohydrate 10% Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2022-03-01,Reverified,Endocrinology/Metabolism,2022,3,0,63,8,8,20,1,6,25.537716779890616,44.135239672192114,1,525.5703672523468,5.540905101595456,30.610678627129555
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Available,Unknown,"Tablet, Chewable","Sun Pharmaceutical Industries, Inc.",2023-07-14,Revised,Psychiatry,2023,7,0,133,8,25,113,2,15,29.16765615895105,42.04107074316188,0,30.0,0.0,30.530159172941115
Oxaliplatin Injection,To Be Discontinued,Unknown,Unknown,Injection,Novast Labs,2025-04-22,New,Oncology,2025,4,1,164,8,8,84,0,11,0.0,52.344919264507766,1,370.53133568999846,1.4049710709674725,14.19032692664971
Bupivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,Kindos Pharmaceuticals Co. Ltd.,2018-02-20,Reverified,Anesthesia,2018,2,0,31,8,8,63,1,1,20.056452349588064,76.49006920028603,1,698.6210523954925,2.4479602811821652,21.08941082269104
Lincomycin Hydrochloride Injection,To Be Discontinued,Unknown,Unknown,Injection,Pfizer Inc.,2026-02-25,New,Anti-Infective,2026,2,1,130,8,8,92,0,2,11.360315040044028,68.79886800880223,1,138.192796652176,0.0,41.598508345352165
Lisdexamfetamine Dimesylate Capsule,Current,Available,Unknown,Capsule,Rhodes Pharmaceuticals L.P.,2024-01-11,Reverified,Psychiatry,2024,1,0,132,8,0,97,1,15,4.967599802101688,16.131177744509063,0,387.9648332774707,2.518817241825338,15.167263253569907
Quinapril Hydrochloride Tablet,Current,Unavailable,Shortage of an active ingredient,Tablet,"Solco Healthcare US, LLC",2023-01-19,Reverified,Cardiovascular,2023,1,0,196,6,24,107,1,4,19.3779941422809,58.685539786733074,0,30.0,0.0,13.736809006181185
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Somerset Therapeutics, LLC",2018-03-23,Reverified,Anesthesia,2018,3,0,206,8,8,108,1,1,60.95373053699045,74.23653302977901,0,30.0,4.4871495553991405,2.697991982208272
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Torrent Pharma Inc.,2025-06-13,New,Cardiovascular,2025,6,1,11,8,24,119,0,4,37.8168572253402,53.50978745516246,1,112.73390536013437,0.3137642327434338,43.51328330157396
Furosemide Injection,Current,Available,Unknown,Injection,"Avet Pharmaceuticals, Inc.",2020-04-07,Reverified,Cardiovascular,2020,4,0,96,8,8,17,1,4,13.576420204344064,69.00156935409127,0,535.6128677700735,4.090439196346043,12.788351577430946
Meperidine Hydrochloride Injection,Current,Unavailable,Shortage of an active ingredient,Injection,"Hikma Pharmaceuticals USA, Inc.",2025-05-30,Reverified,Analgesia/Addiction,2025,5,0,137,6,8,53,1,0,36.45165562712317,89.26994980541684,0,616.6931543374494,7.486023112813632,37.99970326921917
Dexamethasone Sodium Phosphate Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2019-02-08,Revised,Dermatology,2019,2,0,61,8,8,53,2,5,52.98710873172004,67.5216100143536,0,480.380551920931,6.34711831087649,10.97967774393537
"Potassium Chloride Tablet, Extended Release",To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-11-21,New,Endocrinology/Metabolism,2025,11,1,188,8,24,117,0,6,43.49267365825538,50.484789104118036,0,366.09231598941767,3.7548679235752656,37.528769227931214
Baclofen Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-04-23,New,Neurology,2025,4,1,25,8,24,122,0,10,26.19260739840348,67.99194642986458,0,367.3143880779385,1.033788044740545,32.099646750841245
Bupivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2018-02-20,Revised,Anesthesia,2018,2,0,31,8,8,54,2,1,12.061264445888522,48.1875323281316,1,750.616012164173,4.4775313477677425,16.573521184004623
Carboplatin Injection,Current,Limited Availability,Discontinuation of the manufacture of the drug,Injection,Teyro Labs,2023-04-28,Reverified,Oncology,2023,4,0,38,2,8,118,1,11,38.9644662722718,45.52586695226902,0,574.4869464090685,1.9128426265987435,8.985860430658704
Sumatriptan Nasal Spray,To Be Discontinued,Unknown,Unknown,Nasal Spray,Prasco Laboratories,2025-09-08,New,Neurology,2025,9,1,218,8,11,94,0,10,32.869707708434994,37.268886814297886,0,383.11904129312313,4.603370376104578,10.204541368129178
Methotrexate Sodium Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2023-03-13,Reverified,Rheumatology,2023,3,0,140,8,8,42,1,19,42.903864400554646,79.39509389430637,0,952.6548233344406,0.0,10.013001948473441
Midazolam Hydrochloride Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2020-04-02,Reverified,Anesthesia,2020,4,0,146,8,8,42,1,1,37.70343603363939,26.99456934927597,0,1182.4912643486352,6.421783169006927,35.9777477018546
Hydromorphone Hydrochloride Injection,Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2017-10-31,Revised,Analgesia/Addiction,2017,10,0,108,3,8,54,2,0,45.9910543063867,78.71208994291855,0,63.990142418215385,4.099649689039443,22.40345546920109
Levothyroxine Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"EMD Serono, Inc.",2025-07-10,New,Endocrinology/Metabolism,2025,7,1,127,8,24,31,0,6,14.295295768788641,55.99701072228817,0,682.878524573679,10.62555004002752,3.2731635123694467
Ampicillin Sodium Injection,To Be Discontinued,Unknown,Unknown,Injection,Sandoz Inc.,2025-12-08,New,Anti-Infective,2025,12,1,14,8,8,103,0,2,51.34788131268651,14.215264154357286,0,1581.4613626902349,7.918184385528178,16.217998834983803
Pravastatin Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-13,New,Cardiovascular,2025,6,1,191,8,24,117,0,4,28.95199209384799,53.088284445811276,0,598.071939367568,5.698560809263169,18.034698470895755
Bleomycin Sulfate Injection,To Be Discontinued,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2025-06-13,New,Hematology,2025,6,1,27,8,8,54,0,8,66.5052174525053,0.0,0,540.4049226574967,3.6280210788772935,0.0
Dexmedetomidine Hydrochloride Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2020-04-10,Revised,Anesthesia,2020,4,0,62,8,8,20,2,1,11.216243638208642,58.76117637028278,0,480.49312103723526,1.811186908895003,17.052306283607464
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,Granules Pharmaceuticals Inc.,2022-10-12,Reverified,Psychiatry,2022,10,0,12,8,24,49,1,15,59.71927606330499,64.47509262575781,1,671.5635311217595,6.827227885102404,30.847894640431
Oxaliplatin Injection,To Be Discontinued,Unknown,Unknown,Injection,"Fresenius Kabi USA, LLC",2026-02-25,New,Oncology,2026,2,1,164,8,8,42,0,11,28.958215669252954,31.96816897565482,1,764.214708292459,3.3115906260408643,17.935581766138384
Ampicillin Sodium Injection,To Be Discontinued,Unknown,Unknown,Injection,Sandoz Inc.,2025-12-08,New,Anti-Infective,2025,12,1,14,8,8,103,0,2,11.971639927711033,47.71804931102281,0,64.33159404078606,7.505093898844899,23.81610318119978
Phenoxybenzamine Hydrochloride Capsule,To Be Discontinued,Unknown,Unknown,Capsule,Advanz Pharma (US) Corp.,2025-12-01,New,Cardiovascular,2025,12,1,178,8,0,4,0,4,15.322283318913568,87.9914635425063,0,490.73073009891,5.202469491205856,27.267696961591586
Pramlintide Acetate Injection,To Be Discontinued,Unknown,Unknown,Injection,AstraZeneca AB,2025-10-27,New,Endocrinology/Metabolism,2025,10,1,190,8,8,15,0,6,18.593053836113597,33.873572506237394,1,30.0,5.223991381749291,14.860966388433912
Amino Acid Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2020-12-08,Reverified,Gastroenterology,2020,12,0,9,8,8,20,1,7,33.48331892803833,21.70403308475479,0,426.739184182475,5.783578380903884,30.961319917405884
Ketorolac Tromethamine Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2018-06-06,Reverified,Analgesia/Addiction,2018,6,0,124,8,8,20,1,0,35.45670976070999,77.59659485417717,1,184.05899216227454,1.2411191846873284,41.8622644674755
Morphine Sulfate Injection,Current,Available,Unknown,Injection,Piramal Critical Care Inc.,2017-10-31,Reverified,Analgesia/Addiction,2017,10,0,151,8,8,93,1,0,13.52599992122842,88.17691819167749,1,618.7121526974195,0.9335912683791316,0.0
Bupivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,Eugia US LLC,2018-02-20,Revised,Anesthesia,2018,2,0,31,8,8,38,2,1,24.512908154780344,45.081304780652644,0,30.0,0.8298716549103258,14.827253713901893
Desipramine Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Avet Pharmaceuticals, Inc.",2025-08-12,New,Psychiatry,2025,8,1,57,8,24,17,0,15,67.84540717223727,67.25218677898384,0,320.6889413393168,7.142490744627971,54.9442622518057
Hydromorphone Hydrochloride Injection,Current,Limited Availability,Other,Injection,"Hospira, Inc., a Pfizer Company",2017-11-01,Revised,Analgesia/Addiction,2017,11,0,108,3,8,54,2,0,59.55086340201423,74.51247014167939,1,838.2904876822142,1.162835237444582,22.55848074811999
Midazolam Hydrochloride Injection,Current,Unavailable,Delay in shipping of the drug,Injection,"Fresenius Kabi USA, LLC",2020-04-02,Reverified,Anesthesia,2020,4,0,146,0,8,42,1,1,33.726473393480646,28.66534688415555,0,263.28339699451243,1.5365208754139905,19.477220742634923
Bupivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,Eugia US LLC,2018-02-20,Revised,Anesthesia,2018,2,0,31,8,8,38,2,1,25.760069563364006,34.3232716219069,0,30.0,5.612551380919427,16.12936354666903
Furosemide Injection,Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2020-04-07,Revised,Cardiovascular,2020,4,0,96,3,8,54,2,4,27.400626534365227,72.07923928940417,0,590.1366035951446,3.243852626095432,39.11652716409229
Ketorolac Tromethamine Injection,Current,Unavailable,Delay in shipping of the drug,Injection,"Fresenius Kabi USA, LLC",2018-03-23,Revised,Analgesia/Addiction,2018,3,0,124,0,8,42,2,0,37.27035945460833,82.07031413158721,0,294.7148524175774,2.8606172737241327,5.915102056562482
Carboplatin Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-04-28,Reverified,Oncology,2023,4,0,38,8,8,54,1,11,4.54414869603189,57.38337892383581,1,434.9400973744862,2.6003350935192406,33.89261790027706
Fentanyl Citrate Injection,Current,Unavailable,Demand increase for the drug,Injection,"Hikma Pharmaceuticals USA, Inc.",2023-12-20,Revised,Analgesia/Addiction,2023,12,0,88,1,8,53,2,0,19.852469251533098,25.644084222954806,1,244.54564473809268,0.0,15.848734538326202
Morphine Sulfate Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2017-11-03,Revised,Analgesia/Addiction,2017,11,0,151,8,8,53,2,0,0.0,88.71534445738772,1,1191.03886056801,1.0993554221079456,8.752356159377221
Ampicillin Sodium Injection,To Be Discontinued,Unknown,Unknown,Injection,Sandoz Inc.,2025-12-08,New,Anti-Infective,2025,12,1,14,8,8,103,0,2,32.98446245210559,33.31864024813678,0,30.0,7.544689410646274,16.533460239962697
Atropine Sulfate Injection,Current,Available,Unknown,Injection,"Medefil, Inc.",2012-01-01,Reverified,Anesthesia,2012,1,0,20,8,8,70,1,1,37.943918794054824,37.626968814228064,0,1491.7234641629955,2.3818056953980813,19.304292711468907
Fentanyl Citrate Injection,Current,Limited Availability,Other,Injection,"Hospira, Inc., a Pfizer Company",2012-01-01,Revised,Analgesia/Addiction,2012,1,0,88,3,8,54,2,0,15.33627075401252,52.531432358771674,0,363.2772142370268,0.0,12.53384561865748
Ketorolac Tromethamine Injection,Current,Available,Unknown,Injection,Alembic Pharmaceuticals,2018-03-23,Reverified,Analgesia/Addiction,2018,3,0,124,8,8,6,1,0,56.479735265800656,79.19152925572503,0,564.2063016763473,0.976017283394528,36.691587767225826
Lisdexamfetamine Dimesylate Capsule,Current,Available,Unknown,Capsule,"Sun Pharmaceutical Industries, Inc.",2023-07-14,Revised,Psychiatry,2023,7,0,132,8,0,113,2,15,0.484686739953176,63.787471484148924,0,298.8212538384307,5.079561894264987,8.868738576158348
Sterile Water Irrigant,Current,Unavailable,Discontinuation of the manufacture of the drug,Irrigant,Otsuka ICU Medical LLC,2023-04-28,Reverified,Gastroenterology,2023,4,0,215,2,9,89,1,7,0.0,54.12704100796203,1,284.1782540505911,5.020103827617214,22.10112271939741
Bumetanide Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-05-02,New,Cardiovascular,2025,5,1,30,8,24,122,0,4,29.48903637119944,55.19234766259834,1,225.3095337985784,3.1171581623159508,28.061488870820448
Dopamine Hydrochloride Injection,To Be Discontinued,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2025-08-27,New,Cardiovascular,2025,8,1,71,8,8,54,0,4,45.94196605224309,45.957322710156255,0,710.4402867152725,1.9323878587448995,21.9458457302506
Elbasvir; Grazoprevir Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Merck Sharp & Dohme LLC,2025-10-17,New,Antiviral,2025,10,1,77,8,24,74,0,3,58.67855382915737,57.27906931940714,1,30.0,0.0,31.58344900224937
Lasmiditan Succinate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Eli Lilly and Co.,2025-11-03,New,Neurology,2025,11,1,126,8,24,33,0,10,15.822314742621199,0.0,0,627.4379904849341,5.104555109236024,13.49653950854676
Lisdexamfetamine Dimesylate Capsule,Current,Available,Unknown,Capsule,Rhodes Pharmaceuticals L.P.,2023-07-14,Reverified,Psychiatry,2023,7,0,132,8,0,97,1,15,46.57361666862592,38.474635900464435,0,30.0,6.5136112530033685,29.339405597184815
